SNO,Product_Variant,VOLUME,Price,BRAND,COUNTRY,Coutry of origin,Main_Category,Sub_Category,Sub_Sub_Category,SIZE,TYPES,Description
1725,FAUSTINO VII WHITE RIOJA_180ML,180,599,FAUSTINO,SPAIN,Imported,Wine,imported,White Wine,180ML,WHITE WINE,"Pinot gris was first planted on our te muna
road vineyard in 1999. After decades of experience growing chardonnay and pinot
noir, we knew it had the potential to flourish on the Martinborough terrace., The Escarpment Pinot Gris has flavours reminiscent of ripe pears
and white stone fruit with delightful soft texture ensuring a long
commanding finish. A dry style has enhanced the fruit flavours Pinot Gris is
renowned for. Partial malolactic fermentation and lees stirring has improved
the texture and mouth feel."
1726,FINCA VIEJA BIANCO_750ML,750,1495,FINCA VIEJA,SPAIN,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Fresh wine, ready to
drink that express all the characteristics of the varietal, maintaining a good
fruitiness and acidity., White
flowers, stone fruit. Cleansing acidity, not overwhelming. Beautiful structure!
Nice and aromatic medium length."
1727,FOLONARI CHARDONNAY_750ML,750,1700,,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The Trebbiano Abruzzo
DOC from Fantini Farnese has a brilliant straw yellow color. Fresh, light and
balanced white Abruzzo, the Trebbiano Abruzzo is the most traditional DOC for
the elaboration of white wines of the region. With great relation of quality
and cost, it makes an excellent option to accompany light entries, or to be
taken in hot days., Appearance<b>:</b> The
wine is very intense straw yellow color.<o:p></o:p>, Aroma<b>:</b> Quite
intense and persistent, fruity with hints of yellow fruit (meddler and peach),
floral with hints of white flower (orange blossom).<o:p></o:p>, Taste<b>:</b> A
dry, round and flavorsome taste, well-structured, with a fruity, warm
and well-balanced finish.<o:p></o:p>, Food<b> </b>Pairing<b>:</b> It
pairs well with Mediterranean first courses with fish and cherry tomatoes, but
is also excellent with raw ham and melon or fresh, creamy cheeses, or most
things that you’d cook on a warm summer’s evening."
1728,FOLONARI PINOT GRIGIO_750ML,750,1900,FOLONARI,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Antonio Fattori, who runs this 25-hectare property, comes
from a family of winemakers in Veneto. With over a century of history, the
winery has accumulated a solid base for continuing improvement and some
expansion. Antonio made a decision in the early ’90s to produce his own wine
with his own label, to begin to place the wines into the international market.
The wines are splendid, superbly clean and well made, brimming with fruit and
wonderfully balanced acidity. The brothers are extremely modest and humble,
allowing their wines to speak for them., Overwhelming and inebriating perfumes of pear, pineapple,
banana, apricot, peach and apple, field grasses, chamomile and green tea.
Fruity, frank and rich in structure with surrounding softness."
1729,FORTANT DE FRANCE CHARDONNAY_750ML,750,1900,FORTANT DE FRANCE,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"<span style=""font-size: 10pt; line-height: 107%; font-family: Arial, sans-serif; background-image: initial; Fresh and crisp with
aromas of citrus and cutt grass."
1730,FOUR SISTERS CHARDONNAY_750ML,750,2975,FOUR SISTERS,AUSTRALIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"A dry light refreshing
and mineral driven white that is both easy to drink on its own or pairs well
with seafood especially shellfish., A dry light refreshing
and mineral driven white that is both easy to drink on its own or pairs well
with seafood especially shellfish."
1731,FOURNIER SANCERRE LES BELLES VIGNES_750ML,750,5395,FOURNIER,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The first sip bursts with luscious notes of
honey and ripe apples. This contemporary Chardonnay is full and crisp with an
elegant finish., The first sip bursts with luscious notes of
honey and ripe apples. This contemporary Chardonnay is full and crisp with an
elegant finish."
1732,FRAMINGHAM MARLBOROUGH CLASSIC RIESLING_750ML,750,5770,FRAMINGHAM,NEW ZEALAND,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Made in stainless steel
tanks to preserve and accentuate its fresh character. Pale lemon colour, with
aromas of citrus, clove and light floral notes. Juicy on the palate with more
fresh fruit flavours balanced by bright acidity and hints of white pepper that
lead to a clean finish., The
Italian classic! A fragrant bouquet of fresh florals. Dry and crisp with notes
of green apples. Clean finish."
1733,FRENCH ROOTS SAUVIGNON BLANC_750ML,750,1999,FRENCH ROOTS,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This wine is brilliant
straw yellow in color and features a generous nose with notes of nectarine and
acacia. Round and balanced on the palate with lovely tropical fruit flavors and
a long finish., This wine is brilliant
straw yellow in color and features a generous nose with notes of nectarine and
acacia. Round and balanced on the palate with lovely tropical fruit flavors and
a long finish."
1734,GAJA ROSSJ BASS LANGHE DOC_750ML,750,15000,GAJA,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This is a delightfully vibrant, fruit-driven wine with
tropical fruit aromas. There`s a touch of sweetness without being confected on
the palate of apricot, melon, peach. Excellent creamy texture and the acidity
keep things exciting on the finish., This unwooded white wine displays clean and fragrant grassy aromas
with lifted tropical notes. Vibrant passionfruit, gooseberry and lemon citrus
flavours shine through on the palate balanced by a gentle acid that leads to a
lingering finish."
1735,GATO NEGRO CHARDONNAY_750ML,750,1700,GATO NEGRO,CHILE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Carefully selected from vineyards spread over the 3 terroirs of
the appellation, our Cuvee ‘Les Belles Vignes’ delights with its precision and
its regularity. Domaine Fournier Père et Fils attaches the utmost importance to
perfection in the vineyard and at the winery. Made with great care and
attention to detail, Les Belles Vignes represents the best alliance of the
three terroirs., <span style=""font-family: Arial;"">Plenty of green apple, lemon and hints of
honey to the mineral undertones. Full-bodied with a creamy texture and a flavorful
finish. Full of smoky, flinty mineral character with a zippy, herbaceous
mintiness and some pretty rose petal and orange blossom florals."
1736,GATO NEGRO SAUVIGNON BLANC_750ML,750,1700,GATO NEGRO,CHILE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The
Framingham label was launched in 1994 with one Riesling, and has since expanded
to include Sauvignon Blanc, Pinot Gris and Pinot Noir. Framingham produces wines
from their 19.5-hectare estate vineyard (certified organic since 2014) and
other selected sites. Their Riesling vines, planted in 1981, are among the
oldest in Marlborough., <u2:p></u2:p>, This wine
has a fragrant, complex nose showing mandarin and stone fruit, hints of Belgian
beer and smoky and stony notes. The palate is vibrant and intense with orange,
lemon and stone fruit flavours with zesty acidity., <span style=""font-size: 10pt; line-height: 107%; font-family: Arial, sans-serif; background-image: initial; Typical petroleum and honeycomb on the nose.<span style=""font-size: 10pt; line-height: 107%; font-family: Poppins; background-image: initial;  <span style=""font-size: 10pt; line-height: 107%; font-family: Tahoma, sans-serif; background-image: initial; ﻿<span style=""font-size: 10pt; line-height: 107%; font-family: Arial, sans-serif; background-image: initial; Flavors of citrus fill the
palate and has a good mouthfeel."
1737,GIACONDI CASA CHARDONNAY_750ML,750,1399,GIACONDI,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This
wine is extremely fresh, balanced and non-acidic. It's slightly on the sweeter
side but not too sweet. You can taste a little bit of peach and slight notes of
citrus., This
wine is extremely fresh, balanced and non-acidic. It's slightly on the sweeter
side but not too sweet. You can taste a little bit of peach and slight notes of
citrus."
1738,GIACONDI EMILIA LAMBRUSCO BIANCO_750ML,750,1575,GIACONDI,ITALY,Imported,Wine,imported,White Wine,750ML,SPARKLING WINE,"Angelo Gaja was the first to bring international
grapes, like Chardonnay, to Piedmont.  Rossj - Bass is a very inviting
Chardonnay, graced with exquisite class and elegance, available at an
attractive price point. With this wine, GAJA applies the family’s classic
tenets of elegance and purity to a brighter, more youthful expression of
Chardonnay, to which a gently aromatic note is imparted by the addition of
small amounts of Sauvignon Blanc., This wine opens with citrus fruits and fresh
hints menthol (reminiscent of pepper mint). The sharp acidity gives freshness
and incredible length to a crisp, lingering finish."
1739,GIESEN ESTATE SAUVIGNON BLANC_750ML,750,2970,GIESEN ESTATE,NEW ZEALAND,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Gato
Negro Chardonnay is a bold white wine with tropical flavour and aromas, notes
of peach, banana and wood. Perfect and balanced acidity, and a long pleasant
finish. Gato Negro Chardonnay is a white wine, clean gold yellow colour. Bold
and elegant flavour and tropical aromas, with notes of peach, banana and oak.
Well-balanced acidity, and a long pleasant finish. This type of wine is
undoubtedly a perfect choice to arrange with pasta, fish and seafood. Serve at
50-53° F • 10-12° C. PURR-fact to enjoy with friends, achieving unforgettable
moments. Mouth-watering., Appearance: Clean gold yellow colour.<o:p></o:p>, Nose: flavours and tropical aromas with notes of peach,
banana and wood., Palate: Perfect and balanced acidity, and a long pleasant
finish."
1740,GINJO NAMACHO YUME_300ML,300,2000,GINJO,JAPAN,Imported,Wine,imported,White Wine,300ML,WHITE WINE,"Gato Negro Chardonnay is a bold white wine with
tropical flavour and aromas, notes of peach, banana and wood. Perfect and
balanced acidity, and a long pleasant finish. Gato Negro Chardonnay is a white
wine, clean gold yellow colour. Bold and elegant flavour and tropical aromas,
with notes of peach, banana and oak. Well-balanced acidity, and a long pleasant
finish. This type of wine is undoubtedly a perfect choice to arrange with
pasta, fish and seafood. Serve at 50-53° F • 10-12° C. PURR-fact to enjoy with
friends, achieving unforgettable moments. Mouth-watering., Appearance: Pale-yellow in colour with greenish hues.<o:p></o:p>, Nose: Fresh and intense flavours and aromas with tropical
notes of grapefruit."
1741,GOLDEN SPARROW PINOT GRIGIO_750ML,750,1890,GOLDEN SPARROW,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This rich, dry wine has
a straw yellow colour and a fruit forward character. Serve chilled alongside
fish, crunchy salads or on its own as an aperitif., This rich, dry wine has
a straw yellow colour and a fruit forward character. Serve chilled alongside
fish, crunchy salads or on its own as an aperitif."
1742,GRAND SUD SAUVIGNON BLANC VIN DE FRANCE_1 Ltr,1 L,2300,GRAND SUD,FRANCE,Imported,Wine,imported,White Wine,1 Ltr,WHITE WINE,"Lambrusco<span style=""-webkit-font-smoothing: antialiased;""> is an Italian sparkling wine.<strong><span style=""background-image: initial;  </strong>Traditionally red, it also comes in white and rose. A wine that should be
tasted chilled to take advantage of its lovely liveliness and freshness., Color:
Wine brilliant golden color., Aroma: The wine has a clean, fresh and elegant
aroma with notes of ripe fruit., Taste: The taste of wine is soft, fresh,
harmonious, with balanced acidity and a refreshing, light finish."
1743,GROVER LA RESERVE BOURGOGNE CHARDONNAY_750ML,750,2990,GROVERS,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This Marlborough Sauvignon Blanc is aromatically expressive
and generously flavoured with freshly cut herbs, scrumptious tropical fruit
with subtle notes of blackcurrant leaf., Fruit
is chosen from these two renowned Marlborough Sauvignon Blanc regions to create
a delicious, expressive wine. Fruit from the Wairau Valley brings bright
tropical fruit underlined by acidity. Awatere Valley fruit provides richness
and depth with notes of herb and a dry finish., Crisp
and refreshing, expect citrus and freshly cut herbs from this generous
Marlborough Sauvignon Blanc<span style=""font-size: 10pt; background-image: initial; ."
1744,GUSTAVE LORENTZ GEWURZTRAMINER_750ML,750,3899,GUSTAVE LORENTZ,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Ginjo-Nama Chozoshu is
an almost unpasteurized sake. It features a subtle and delicate fragrance with
a lingering, fresh in-the-mouth sensation. The rich taste is expressed through
the Chinese letter, “Dream” on the label., Ginjo-Nama Chozoshu is
an almost unpasteurized sake. It features a subtle and delicate fragrance with
a lingering, fresh in-the-mouth sensation. The rich taste is expressed through
the Chinese letter, “Dream” on the label."
1745,GUSTAVE LORENTZ RIESLING_750ML,750,3299,GUSTAVE LORENTZ,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Pinot grigio can expect a light-bodied,
delicate white wine that is a natural pairing for light dishes such as
appetizers, salads, or fish."
1746,HARDYS CHARDONNAY SEMILLON_750ML,750,1650,HARDYS,AUSTRALIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This Sauvignon Blanc is a blend of the best
terroirs in various regions in France, of which the majority are in the south.
A very delicate bouquet with underlying aromas of white flowers and citrus. A
dry, fruity, elegant wine on the palate with perfect acidity., A
Lemon-Yellow Colour with Mellow Green Reflections. A Very Delicate Bouquet with
Underlying Aromas of White Peach and Citrus. Served With Rich Fish (Salmon,
Tuna Etc), Shellfish, Vegetarian."
1747,HARDYS RIESLING GEWURZTRAMINER_750ML,750,1500,HARDYS,AUSTRALIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Bubbly and refreshing,
with notes of strawberries and red cherry with a hint of lemon., La
Reserve Chardonnay has a pale-yellow appearance with fragrant notes of fresh
peach, melon, tropical fruit and a hint of lemon zest. It is complemented by
soft oak notes and crisp acidity."
1748,HEMISFERIO SAUVIGNON BLANC RESERVE_750ML,750,1990,HEMISFERIO,CHILE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Gustave
Lorentz Gewurztraminer Reserve has a clear and pale-yellow color, with an
expressive floral and spicy nose. It seems like a spring carpet of blossoms. On
the palate, it is a warm attack, but the acidity gives it its remarkable
length. The wine is complex and rich but still elegant and food-friendly due to
its freshness. A gastronomic Gewurztraminer., A lively attack on the
palate, with refreshing acidity accompanied with flavors of lime and granny
smith apple."
1749,HENRI BOURGEOIS MUSCADET SERVE ET MAINE SUR LIE_750ML,750,2550,MUSCADET SERVE ET MAINE SUR LIE,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The Gustave
Lorentz Reserve Riesling comes from various hillsides around the little Alsace
village of Bergheim with a predominance of heavy soils compound by clay and
limestone.<o:p></o:p>, Lively
with refreshing acidity and flavors of lime, granny smith apple.  Great
structure, fruity with a clean and dry finish.  A classy dry and
gastronomic Riesling from Gustave Lorentz., Eye: pale yellow color., Nose: expressive, refined,
with citrus and white flower aromas., Mouth: lively attack,
refreshing acidity, lime, granny smith apple with a great structure, fruity
with a clean and dry finish. A classy dry and gastronomic Riesling from Gustavo
Lorentz."
1750,HENSCHKE JULIUS EV RIESLING_750ML,750,7500,HENSCHKE,AUSTRALIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Medium straw in colour with lifted peach and pear
aromas, and citrus overtones. Complexed with spicy vanillin oak. Medium bodied
wine rich in peach and fleshy fruit flavours and sweet vanillin oak. A soft,
creamy and persistent mouthfeel, with a clean fresh lingering finish., Medium straw in colour with
lifted peach and pear aromas, and citrus overtones. Complexed with spicy
vanillin oak. Medium bodied wine rich in peach and fleshy fruit flavours and
sweet vanillin oak. A soft, creamy and persistent mouthfeel, with a clean fresh
lingering finish."
1751,INFINITUS BLANCO GEWURZTRAMINER_750ML,750,1452,INFINITUS,SPAIN,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This delightful wine has an
abundant citrus nose accented by tropical fruit. A palate displaying sweet
melon and lychee fruit leads to a zesty lemon finish. Have fun all year round
with this wine and experiment with honey mustard pork chops or ginger garlic
salmon steaks., This off-dry wine is medium bodied with aromatic
citrus and offers apple, delicate tropical notes and spicy hints with a crisp,
clean finish."
1752,INGLENOOK NAPA BLANCANEAUX_750ML,750,32000,INGLENOOK,CALIFORNIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Watery greenish color.
Caramel, green apples and hint of minerals on the nose. Light body, extra high
acidity, bitter lemon on the palate., Watery greenish color.
Caramel, green apples and hint of minerals on the nose. Light body, extra high
acidity, bitter lemon on the palate."
1753,ISLA DE MAIPO SAUVIGNON BLANC_750ML,750,2395,ISLA DE MAIPO,CHILE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,
1754,JACOBS CREEK CLASSIC SEMILLON CHARDONNAY_180ML,180,450,JACOBS CREEK,AUSTRALIA,Imported,Wine,imported,White Wine,180ML 750ML,WHITE WINE,"Cyril henschke developed the henschke reputation
for premium riesling wines as early as the 1950s from the vineyard areas of
eden valley, keyneton and springton in the eden valley wine region. This region
provides ideal ripening conditions for the riesling grape and has a unique
track record of exceptional ageing potential for the variety. The wine is named
after ancestor julius henschke, a highly acclaimed artist and sculptor., A benchmark vintage of
Julius that will go down as one of the greats. Right now, though, it is still a
baby showing a pale, almost watery, colour with a greenish tinge. Aromatics are
powerful, yet focussed with a captivating exotic edge evidenced by layers of
citrus, pear and guava. Great precision follows on what is currently quite a
closed and savoury palate with stony minerality and citrus notes driving to a
long, fine and detailed finish. A super wine that is a fantastic drink now and
will only get better for some time to come."
1755,JACOBS CREEK CLASSIC SEMILLON CHARDONNAY_750ML,750,1500,JACOBS CREEK,AUSTRALIA,Imported,Wine,imported,White Wine,180ML 750ML,WHITE WINE,"High aromatic intensity,
with clear varietal features. The aromas of rose petal, wasabi, jasmine
and white flowers stand out. Complex and pleasant., High aromatic intensity,
with clear varietal features. The aromas of rose petal, wasabi, jasmine
and white flowers stand out. Complex and pleasant."
1756,JACOBS CREEK RIESLING_750ML,750,1500,JACOBS CREEK,AUSTRALIA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Fresh and textural white wine
with pithy citrus, aromatic white peach and pear flavours. There's plenty of
herbal notes and white floral notes too. Fresh but with some spicy, nutty
flavours from 22% new French oak., White<span style=""text-align: start;""> Wine. <span style=""text-align: start;"">38% Viognier, 38% Marsanne, and 24% Roussanne. The 2018 Blancaneaux shows
complex aromas of white peach, clover honey, and lychee fruit. On the palate,
the wine is full-bodied, refreshing, and well-balanced, building to a long,
supple finish with lingering notes of minerality and lemon zest."
1757,JOSEPH DROUHIN CHABLIS RESERVA DE VOUDON_750ML,750,4950,JOSEPH DROUHIN,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Lime
and stone fruit aromas lead to a crisp and fresh palate with ripe fresh peach
and a mouthwatering palate with some herbaceous, ripe citrus and tropical fruit
notes., Lime
and stone fruit aromas lead to a crisp and fresh palate with ripe fresh peach
and a mouthwatering palate with some herbaceous, ripe citrus and tropical fruit
notes."
1758,JOSEPH DROUHIN LA FORET BOURGOGNE BLANCO_750ML,750,3500,JOSEPH DROUHIN,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Fragrant and grassy, with
appealing apple and stonefruit. A refreshing, medium-bodied wine that is well
rounded, with lovely crisp acidity., Fragrant and grassy, with
appealing apple and stonefruit. A refreshing, medium-bodied wine that is well
rounded, with lovely crisp acidity."
1759,JOSEPH DROUHIN LAFORET BOURGNE CHARDONNAY_750ML,750,3750,JOSEPH DROUHIN,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Fragrant and grassy, with
appealing apple and stonefruit. A refreshing, medium-bodied wine that is well
rounded, with lovely crisp acidity., Fragrant and grassy, with
appealing apple and stonefruit. A refreshing, medium-bodied wine that is well
rounded, with lovely crisp acidity."
1760,JOSEPH DROUHIN PULIGNY MONTRACHET WHITE_750ML,750,14950,JOSEPH DROUHIN,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Crisp and fruity whites are dry, medium-dry or
medium-sweet. They are typically crisply acidic, which balances their rich
fruitiness., You can discern yellow plum, apple and peach notes in these
wines. Crisp acids create a fresh finish, making these wines ideal for a
variety of foods., Crisp and
fruity whites are dry, medium-dry or medium-sweet. They are typically crisply
acidic, which balances their rich fruitiness., You can
discern yellow plum, apple and peach notes in these wines. Crisp acids create a
fresh finish, making these wines ideal for a variety of foods."
1761,JUST ROBERTO CHARDONNAY_750ML,750,1390,JUST ROBERTO,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"An
elegant wine. Brilliant color, with hints of green. Typical Chablis nose, where
aromas of citrus (lemon) fern and even salty sensations predominate. On the
palate: vigorous and lively, but in a soft mode. A lot of finesse and balance.
The wines show great purity of taste and a pleasant floral style. Chablis is
very mineral in character, almost briny., An
elegant wine. Brilliant color, with hints of green. Typical Chablis nose, where
aromas of citrus (lemon) fern and even salty sensations predominate. On the
palate: vigorous and lively, but in a soft mode. A lot of finesse and balance.
The wines show great purity of taste and a pleasant floral style. Chablis is
very mineral in character, almost briny."
1762,JUST ROBERTO PINOT GRIGIO_750ML,750,1590,JUST ROBERTO,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Fruity and full of life. This is a classical white Burgundy
and a good entry level wine for Burgundy in general. The color is golden
yellow, with a greenish glint. The aromas are reminiscent of white honey and
flowering fruit trees. Elegant texture. Grab this by the case., Wonderfully citrus and great value., <o:p></o:p>"
1763,KLOOF STREET OLD VINE CHENIN BLANC_750ML,750,2850,KLOOF STREET,SOUTH AFRICA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This Bourgogne Blanc wine has received good
scores from various critics: the 2019 vintage was given a score of 90 by Wine
Enthusiast., Wine of great finesse,
pure &amp; bright colored with glints of white gold. Aromas of blooming trees
&amp; white fresh fruits like white peaches which evolve to almonds &amp;
lightly grilled dried fruit. On palate, gives sensation of fresh silkiness.
Long &amp; persistent aftertaste. A bouquet of citrus aromas, and then we find
honey and vanilla. In the mouth, it’s funky, spontaneous, striking. Really
charming."
1764,KUMALA CHARDONNAY_750ML,750,1495,KUMALA,SOUTH AFRICA,Imported,Wine,imported,White Wine,750ML,RED WINE,"Wine of great finesse,
pure &amp; bright colored with glints of white gold. Aromas of blooming trees
&amp; white fresh fruits like white peaches which evolve to almonds &amp; lightly
grilled dried fruit. On the palate, gives sensation of fresh silkiness. Long
&amp; persistent aftertaste., Wine of great finesse,
pure &amp; bright colored with glints of white gold. Aromas of blooming trees
&amp; white fresh fruits like white peaches which evolve to almonds &amp; lightly
grilled dried fruit. On the palate, gives sensation of fresh silkiness. Long
&amp; persistent aftertaste."
1765,LA CACCIATORA GARGANEGA CHARDONNAY_750ML,750,1390,La Cacciatora,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Straw yellow, brilliant,
with evident greenish reflections. Intense, fresh and fruity, with a hint of tropical
fruit and green apple. Harmonious, soft, fresh with good body and persistence., Straw yellow, brilliant,
with evident greenish reflections. Intense, fresh and fruity, with a hint of tropical
fruit and green apple. Harmonious, soft, fresh with good body and persistence."
1766,LA CACCIATORA GAVI DOCG_750ML,750,2750,La Cacciatora,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The colour is straw yellow, scents of flowers and tropical fruits, the taste is harmonic and fresh. Perfect as aperitif., The colour is straw
yellow, scents of flowers and tropical fruits, the taste is harmonic and fresh.
Perfect as aperitif."
1767,LA CACCIATORA PINOT GRIGIO VENETO_750ML,750,1590,La Cacciatora,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This wine
shows aromas of sun-ripened pears and wet granite on the nose. The palate has a
vibrant acidity balanced by a soft, round texture and some pithy character. The
wine has a fresh, mineral finish., 'This wine has a nose of
sun ripened pears and wet granite The palate has a vibrant acidity balanced by
a soft, round texture and some pithy character."
1768,LA PIUMA ORVIETO CLASSICO_750ML,750,1794,LA PIUMA,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"This
ripe, smooth Chardonnay has flavours of lemon and stone fruit on the palate. It
has a soft, creamy texture and a lingering finish. Perfect on its own or served
with creamy chicken dishes., It's fruity. Ripe peach
and pear. Medium bodied and drinkable alright but a bit too sweet."
1769,LAB VINHO REGIONAL LISBOA WHITE WINE_750ML,750,1650,LAB,PORTUGAL,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"The history of the winery , Caldirola began in
1897 with a small village in the commune of osteria Missaglia, north of Milan.
Now here is the headquarters of the company. By the end of the 40s Ferdinando
Kaldirola with his son Gaetano Oster turned into a major commercial center for
the sale of wine. In the 60s began bottling Gaetano Piedmont and Lombard wine
under his own name. In the seventies of the XX century part of the permanent
production infrastructure Kaldirola becomes Gattinara winery in the province of
Vercelli. There are wines of the natural process of fermentation. Gradually
developing, farm Kaldirola significantly increases the range of wines, renowned
for high quality at a reasonable price. Today there are almost all regions of
southern Italy - from Piedmont to Tuscany, from Sicily to Abruzzo. Large-scale
retail trade becomes a good opportunity to make significant changes in
production processes. In the nineties Caldirola access to foreign markets. In
the XXI century entrepreneurial company has made significant progress. Was
started exports to Asia and America, and the number of wine brands <span style=""letter-spacing: 0.4pt;"">produced under eighteen., Simple but refreshing,
Softy taste makes it drinkable."
1770,LAGARDE CLASSICO SAUVIGNON BLANC_750ML,750,1795,LAGARDE,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Known to be of the
'classics' of Italian winemaking tradition, Chianti, one of the most appreciated
wines of Tuscany region known for its bright ruby red color from Sangiovese,
Canaiolo Nero, Trebbia no grapes giving it a distinguish balanced savory,
full-bodied and dry taste Product Details: Denomination: DOCG Category: Red
Wine Region / Country: Italy - Tuscany region Grape varieties: Sangiovese,
Canaiolo Nero, Trebbiano Toscano and Malvasia del Chianti Colour: Bright ruby
red verging on garnet the ageing Bouquet: Intense with a distinct purple violet
undertone Taste: Dry, savory and full-bodied Alcohol content: 12% Vol Serving
Temperature: 18° C., Crisp
and Fruity wine which is fresh and citrus in flavour. Semi-Dry."
1771,LAGERDE ALTAS CUMBRES VIOGNER_750ML,750,2500,LAGARDE,ARGENTINA,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"<span style=""font-size: 10pt; font-family: Arial, sans-serif; letter-spacing: 0.25pt; background-image: initial; The history of the winery <span class=""apple-style-span""><span style=""background-image: initial; <span mce_fixed=""1"" mce_name=""strong"" mce_style=""font-weight: bold;"" style=""text-align: start;"">Caldirola<span style=""text-align: start;""> bega n in 1897 with a small village in the commune of
osteria Missaglia, north of Milan. Now here is the headquarters of the company.
By the end of the 40s Ferdinando Kaldirola with his son Gaetano Oster turned into a
major commercial center for the sale of wine. In the 60s began bottling Gaetano
Piedmont and Lombard wine under his own name. In the seventies of the XX
century part of the permanent production infrastructure Kaldirola becomes
Gattinara winery in the province of Vercelli There are wines of the natural
process of fermentation. Gradually developing, farm Kaldirola significantly
increases the range of wines, renowned for high quality at a reasonable price.
Today there are almost all regions of southern Italy - from Piedmont to
Tuscany, from Sicily to Abruzzo. Large-scale retail trade becomes a good
opportunity to make significant changes in production processes. In the
nineties Caldirola access to foreign markets. In the XXI century
entrepreneurial company has made significant progress. Was started exports to
Asia and America, and the number of wine brands produced under eighteen., Pinot
Grigio from the Lombardy region has a fresh, fruity taste. The nose
has hints of acacia flowers and hawthorn."
1772,LE GRAND NOIR CHARDONNAY_750ML,750,1700,LE GRAND,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Dante, Petrarch,
Boccaccio. Myths who have written some of the most beautiful pages of the
Italian language. Just as writings can symbolize the greatness of a nation
in the world, ""La Piuma"" wines pay homage to the genius of quality
and the versatility of the Italian spirit. The emotion of a symbol that
encloses the main wines of central Italy in one brand: the cradle, the root of
our origins. A sip of Italian style in its most classic expression. A
thought to those who have immortalized a culture with a feather and ink: ours., Orvieto
appellation became famous in the US in the 70s for its easiness to approach
most of consumer palate. A blend of trebbiano and grechetto grapes, both
indigenous of the area. A balanced white wine which will accompany your
afternoons."
1773,LE MIRE BIANCO TOSCANA_750ML,750,1980,LE MIRE,ITALY,Imported,Wine,imported,White Wine,750ML,WHITE WINE,"Lemon
yellow wine from The Grapes of Muscatel, Sauvignon Blanc, Arinto and Fernao
Pires. Using the Muscatel Berry creates an aromatic fragrance bouquet that
reveals the nuances of tropical fruit, citrus, and white flowers. Wine with a
delicate texture has a lighter body and attractive acidity. The taste offers a
very good balance between pleasant fruity and crisp nature., Clear golden color with
a pronounced water edge. On the nose at first a lot of citric; grapefruit,
lime, follow by pineapple, cantaloupe, pear, some minerals, soft sugar and a
fabulous smell like after rain in sunset. On the mouth a lot of citric flavors,
low acidity and a crispy taste that makes you smile."
1774,LES TERROIRS CHARDONNAY_750ML,750,1925,LES TERROIRS,FRANCE,Imported,Wine,imported,White Wine,750ML,WHITE WINE,
